,motor_name,motor_price,listing_type,brand,model,engine_cap,classification,reg_date,coe_exp_date,mileage,no_of_owners,type_of_vehicle
1328,Peugeot Tweet 150,0,-,Peugeot,Peugeot Tweet 150,150cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1329,Peugeot Vivacity 125,0,-,Peugeot,Peugeot Vivacity 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1330,PGO G-Max 220 EFI,0,-,PGO,PGO G-Max 220 EFI,220cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1331,PGO I ME 150 Wel Bike,0,-,PGO,PGO I ME 150 Wel Bike,147cc,Class 2B,00/00/00,00/00/00,0km,0,Three Wheeler
1332,PGO Libra 125 EFI,0,-,PGO,PGO Libra 125 EFI,149cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1333,PGO X-Hot 150 EFI,0,-,PGO,PGO X-Hot 150 EFI,149cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1334,Piaggio Beverly 300,0,-,Piaggio,Piaggio Beverly 300,278cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1335,Piaggio Liberty 125,0,-,Piaggio,Piaggio Liberty 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1336,Piaggio Liberty 150,0,-,Piaggio,Piaggio Liberty 150,255cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1337,Piaggio Medley 125,0,-,Piaggio,Piaggio Medley 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1338,Piaggio Medley 150,0,-,Piaggio,Piaggio Medley 150,155cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1339,Piaggio MP3 500 Sport,0,-,Piaggio,Piaggio MP3 500 Sport,493cc,Class 2,00/00/00,00/00/00,0km,0,Three Wheeler
1340,Piaggio MP3 Business 500 HPE,0,-,Piaggio,Piaggio MP3 Business 500 HPE,493cc,Class 2,00/00/00,00/00/00,0km,0,Three Wheeler
1341,Piaggio MP3 Yourban 300,0,-,Piaggio,Piaggio MP3 Yourban 300,278cc,Class 2A,00/00/00,00/00/00,0km,0,Three Wheeler
1342,Qingqi QM125,0,-,Qingqi,Qingqi QM125,199cc,Class 2B,00/00/00,00/00/00,0km,0,Classic Bikes
1343,Qooder Quadro,0,-,Qooder,Qooder Quadro,399cc,Class 2A,00/00/00,00/00/00,0km,0,Three Wheeler
1344,Regal-Raptor Bobber DD350E-2,0,-,Regal-Raptor,Regal-Raptor Bobber DD350E-2,320cc,Class 2A,00/00/00,00/00/00,0km,0,Cruiser
1345,Regal-Raptor Chopper DD350E-9B,0,-,Regal-Raptor,Regal-Raptor Chopper DD350E-9B,320cc,Class 2A,00/00/00,00/00/00,0km,0,Cruiser
1346,Regal-Raptor SPT DD350G,0,-,Regal-Raptor,Regal-Raptor SPT DD350G,320cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1347,Regal-Raptor Spyder DD350E-6,0,-,Regal-Raptor,Regal-Raptor Spyder DD350E-6,320cc,Class 2A,00/00/00,00/00/00,0km,0,Cruiser
1348,Rieju Century 125,0,-,Rieju,Rieju Century 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1349,Rieju Marathon 125 SM PRO,0,-,Rieju,Rieju Marathon 125 SM PRO,125cc,Class 2B,00/00/00,00/00/00,0km,0,Super Motards
1350,Rieju Marathon 200 SM PRO,0,-,Rieju,Rieju Marathon 200 SM PRO,200cc,Class 2B,00/00/00,00/00/00,0km,0,Super Motards
1351,Rieju Marathon Pro 125,0,-,Rieju,Rieju Marathon Pro 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Super Motards
1352,Rieju Marathon Pro 200,0,-,Rieju,Rieju Marathon Pro 200,200cc,Class 2B,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1353,Rieju Tango 125,0,-,Rieju,Rieju Tango 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1354,Royal Alloy GP200,0,-,Royal Alloy,Royal Alloy GP200,181cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1355,Royal Alloy GT200,0,-,Royal Alloy,Royal Alloy GT200,181cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1356,Royal Alloy TG200,0,-,Royal Alloy,Royal Alloy TG200,181cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1357,Royal Alloy TG300,0,-,Royal Alloy,Royal Alloy TG300,278cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1358,Royal Enfield Bullet 350,0,-,Royal Enfield,Royal Enfield Bullet 350,346cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1359,Royal Enfield Bullet 500,0,-,Royal Enfield,Royal Enfield Bullet 500,499cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1360,Royal Enfield Classic 350,0,-,Royal Enfield,Royal Enfield Classic 350,346cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1361,Royal Enfield Classic 500,0,-,Royal Enfield,Royal Enfield Classic 500,499cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1362,Royal Enfield Classic 500 Chrome,0,-,Royal Enfield,Royal Enfield Classic 500 Chrome,499cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1363,Royal Enfield Classic 500 Desert Storm,0,-,Royal Enfield,Royal Enfield Classic 500 Desert Storm,499cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1364,Royal Enfield Classic 500 Squadron Blue,0,-,Royal Enfield,Royal Enfield Classic 500 Squadron Blue,499cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1365,Royal Enfield Continental GT,0,-,Royal Enfield,Royal Enfield Continental GT,648cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1366,Royal Enfield Himalayan,0,-,Royal Enfield,Royal Enfield Himalayan,411cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1367,Royal Enfield Interceptor,0,-,Royal Enfield,Royal Enfield Interceptor,648cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1368,Royal Enfield Meteor 350,0,-,Royal Enfield,Royal Enfield Meteor 350,349cc,Class 2A,00/00/00,00/00/00,0km,0,Cruiser
1369,Royal Enfield Thunderbird 350,0,-,Royal Enfield,Royal Enfield Thunderbird 350,346cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1370,Royal Enfield Thunderbird 500,0,-,Royal Enfield,Royal Enfield Thunderbird 500,499cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1371,Scomadi TL125 Turismo Leggera,0,-,Scomadi,Scomadi TL125 Turismo Leggera,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1372,Scomadi TL200 Turismo Leggera,0,-,Scomadi,Scomadi TL200 Turismo Leggera,181cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1373,Suzuki Address 110,0,-,Suzuki,Suzuki Address 110,113cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1374,Suzuki Boulevard C50,0,-,Suzuki,Suzuki Boulevard C50,805cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1375,Suzuki Boulevard C90,0,-,Suzuki,Suzuki Boulevard C90,1462cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1376,Suzuki Boulevard M109R,0,-,Suzuki,Suzuki Boulevard M109R,1783cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1377,Suzuki Boulevard M90,0,-,Suzuki,Suzuki Boulevard M90,1462cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1378,Suzuki Boulevard S40,0,-,Suzuki,Suzuki Boulevard S40,652cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1379,Suzuki Burgman 125,0,-,Suzuki,Suzuki Burgman 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1380,Suzuki Burgman 200 ABS,0,-,Suzuki,Suzuki Burgman 200 ABS,200cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1381,Suzuki Burgman 400 ABS,0,-,Suzuki,Suzuki Burgman 400 ABS,400cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1382,Suzuki Burgman 650,0,-,Suzuki,Suzuki Burgman 650,638cc,Class 2,00/00/00,00/00/00,0km,0,Scooters
1383,Suzuki DR125SM,0,-,Suzuki,Suzuki DR125SM,124cc,Class 2B,00/00/00,00/00/00,0km,0,Super Motards
1384,Suzuki DR200S,0,-,Suzuki,Suzuki DR200S,199cc,Class 2B,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1385,Suzuki DR650SE,0,-,Suzuki,Suzuki DR650SE,644cc,Class 2,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1386,Suzuki DRZ250,0,-,Suzuki,Suzuki DRZ250,249cc,Class 2A,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1387,Suzuki DRZ400E,0,-,Suzuki,Suzuki DRZ400E,398cc,Class 2A,00/00/00,00/00/00,0km,0,Scrambler/Dirt Bike
1388,Suzuki GSR750,0,-,Suzuki,Suzuki GSR750,749cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1389,Suzuki GSX-8S,0,-,Suzuki,Suzuki GSX-8S,776cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1390,Suzuki GSX-R1000,0,-,Suzuki,Suzuki GSX-R1000,1000cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1391,Suzuki GSX-R125,0,-,Suzuki,Suzuki GSX-R125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Bikes
1392,Suzuki GSX-R1300 Hayabusa,0,-,Suzuki,Suzuki GSX-R1300 Hayabusa,1340cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1393,Suzuki GSX-R150,0,-,Suzuki,Suzuki GSX-R150,147cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Bikes
1394,Suzuki GSX-R600,0,-,Suzuki,Suzuki GSX-R600,599cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1395,Suzuki GSX-R750,0,-,Suzuki,Suzuki GSX-R750,750cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1396,Suzuki GSX-S1000,0,-,Suzuki,Suzuki GSX-S1000,999cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1397,Suzuki GSX-S1000F,0,-,Suzuki,Suzuki GSX-S1000F,999cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1398,Suzuki GSX-S1000GT,0,-,Suzuki,Suzuki GSX-S1000GT,999cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1399,Suzuki GSX-S125,0,-,Suzuki,Suzuki GSX-S125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1400,Suzuki GSX-S150,0,-,Suzuki,Suzuki GSX-S150,147cc,Class 2B,00/00/00,00/00/00,0km,0,Sport Bikes
1401,Suzuki GSX-S750,0,-,Suzuki,Suzuki GSX-S750,749cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1402,Suzuki GSX-S750A,0,-,Suzuki,Suzuki GSX-S750A,749cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1403,Suzuki GSX-S750Z,0,-,Suzuki,Suzuki GSX-S750Z,749cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1404,Suzuki GSX-S750ZA,0,-,Suzuki,Suzuki GSX-S750ZA,749cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1405,Suzuki GSX250R,0,-,Suzuki,Suzuki GSX250R,248cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Bikes
1406,Suzuki Hayabusa,0,-,Suzuki,Suzuki Hayabusa,1340cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1407,Suzuki Inazuma GW250,0,-,Suzuki,Suzuki Inazuma GW250,248cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1408,Suzuki Inazuma GW250F,0,-,Suzuki,Suzuki Inazuma GW250F,248cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Bikes
1409,Suzuki Katana,0,-,Suzuki,Suzuki Katana,999cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1410,Suzuki SV650,0,-,Suzuki,Suzuki SV650,645cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1411,Suzuki SV650X,0,-,Suzuki,Suzuki SV650X,645cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1412,Suzuki TU250X,0,-,Suzuki,Suzuki TU250X,249cc,Class 2A,00/00/00,00/00/00,0km,0,Street Bikes
1413,Suzuki V-Strom 1000,0,-,Suzuki,Suzuki V-Strom 1000,1037cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1414,Suzuki V-Strom 1050,0,-,Suzuki,Suzuki V-Strom 1050,1037cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1415,Suzuki V-Strom 250,0,-,Suzuki,Suzuki V-Strom 250,248cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Tourers
1416,Suzuki V-Strom 650 ABS,0,-,Suzuki,Suzuki V-Strom 650 ABS,645cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1417,Suzuki V-Strom 650 XT ABS,0,-,Suzuki,Suzuki V-Strom 650 XT ABS,645cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1418,Suzuki V-Strom 650X ABS EXP,0,-,Suzuki,Suzuki V-Strom 650X ABS EXP,645cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1419,Suzuki V-Strom 650X ABS XA,0,-,Suzuki,Suzuki V-Strom 650X ABS XA,645cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1420,Suzuki Van Van 200,0,-,Suzuki,Suzuki Van Van 200,199cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1421,SYM Citycom 300i,0,-,SYM,SYM Citycom 300i,262cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1422,SYM Com Biz 125,0,-,SYM,SYM Com Biz 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1423,SYM Crox 125,0,-,SYM,SYM Crox 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1424,SYM Crox 150,0,-,SYM,SYM Crox 150,151cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1425,SYM Cruisym 250,0,-,SYM,SYM Cruisym 250,249cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1426,SYM Cruisym 300,0,-,SYM,SYM Cruisym 300,278cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1427,SYM DRGBT 160,0,-,SYM,SYM DRGBT 160,158cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1428,SYM Fiddle 3 125,0,-,SYM,SYM Fiddle 3 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1429,SYM Fiddle 3 200,0,-,SYM,SYM Fiddle 3 200,169cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1430,SYM Fighter 150,0,-,SYM,SYM Fighter 150,150cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1431,SYM GTS 200,0,-,SYM,SYM GTS 200,180cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1432,SYM HD300,0,-,SYM,SYM HD300,278cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1433,SYM Jet 14 125i,0,-,SYM,SYM Jet 14 125i,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1434,SYM Jet 14 200,0,-,SYM,SYM Jet 14 200,169cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1435,SYM Jet 14 200i ABS,0,-,SYM,SYM Jet 14 200i ABS,169cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1436,SYM Jet 4 125,0,-,SYM,SYM Jet 4 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1437,SYM Joymax 125i,0,-,SYM,SYM Joymax 125i,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1438,SYM Joymax 250i,0,-,SYM,SYM Joymax 250i,249cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1439,SYM Joymax 300i,0,-,SYM,SYM Joymax 300i,278cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1440,SYM Joymax Z125,0,-,SYM,SYM Joymax Z125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1441,SYM Joymax Z250,0,-,SYM,SYM Joymax Z250,249cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1442,SYM Joymax Z300,0,-,SYM,SYM Joymax Z300,278cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1443,SYM Joyride 200i Evo,0,-,SYM,SYM Joyride 200i Evo,171cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1444,SYM Joyride S125i,0,-,SYM,SYM Joyride S125i,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1445,SYM Joyride S200i,0,-,SYM,SYM Joyride S200i,175cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1446,SYM Magic SR125i,0,-,SYM,SYM Magic SR125i,123cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1447,SYM Maxsym 400i,0,-,SYM,SYM Maxsym 400i,399cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1448,SYM Maxsym 600i ABS,0,-,SYM,SYM Maxsym 600i ABS,565cc,Class 2,00/00/00,00/00/00,0km,0,Scooters
1449,SYM MIO 115,0,-,SYM,SYM MIO 115,115cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1450,SYM Orbit 2 125,0,-,SYM,SYM Orbit 2 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1451,SYM Orbit 3 125,0,-,SYM,SYM Orbit 3 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1452,SYM Symphony ST125i,0,-,SYM,SYM Symphony ST125i,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1453,SYM Symphony ST200i,0,-,SYM,SYM Symphony ST200i,169cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1454,SYM VF3i,0,-,SYM,SYM VF3i,183cc,Class 2B,00/00/00,00/00/00,0km,0,Cubs
1455,SYM VS150,0,-,SYM,SYM VS150,151cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1456,TGB Express 150,0,-,TGB,TGB Express 150,151cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1457,Triumph America,0,-,Triumph,Triumph America,865cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1458,Triumph Bonneville,0,-,Triumph,Triumph Bonneville,865cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1459,Triumph Bonneville Bobber,0,-,Triumph,Triumph Bonneville Bobber,1200cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1460,Triumph Bonneville SE,0,-,Triumph,Triumph Bonneville SE,865cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1461,Triumph Bonneville T100,0,-,Triumph,Triumph Bonneville T100,900cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1462,Triumph Bonneville T120,0,-,Triumph,Triumph Bonneville T120,1200cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1463,Triumph Bonneville T214 Land Speed LE,0,-,Triumph,Triumph Bonneville T214 Land Speed LE,865cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1464,Triumph Daytona 675,0,-,Triumph,Triumph Daytona 675,675cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1465,Triumph Daytona 675R,0,-,Triumph,Triumph Daytona 675R,675cc,Class 2,00/00/00,00/00/00,0km,0,Sport Bikes
1466,Triumph Newchurch Special,0,-,Triumph,Triumph Newchurch Special,865cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1467,Triumph Rocket 3 GT,0,-,Triumph,Triumph Rocket 3 GT,2458cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1468,Triumph Rocket 3 R,0,-,Triumph,Triumph Rocket 3 R,2458cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1469,Triumph Rocket III Roadster,0,-,Triumph,Triumph Rocket III Roadster,2294cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1470,Triumph Scrambler,0,-,Triumph,Triumph Scrambler,865cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1471,Triumph Scrambler 1200,0,-,Triumph,Triumph Scrambler 1200,1200cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1472,Triumph Speed Triple RS,0,-,Triumph,Triumph Speed Triple RS,1050cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1473,Triumph Speed Triple S,0,-,Triumph,Triumph Speed Triple S,1050cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1474,Triumph Speed Twin,0,-,Triumph,Triumph Speed Twin,1200cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1475,Triumph Speedmaster,0,-,Triumph,Triumph Speedmaster,1200cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1476,Triumph Sprint GT,0,-,Triumph,Triumph Sprint GT,1050cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1477,Triumph Sprint ST,0,-,Triumph,Triumph Sprint ST,1050cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1478,Triumph Street Cup,0,-,Triumph,Triumph Street Cup,900cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1479,Triumph Street Scrambler,0,-,Triumph,Triumph Street Scrambler,900cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1480,Triumph Street Triple 765,0,-,Triumph,Triumph Street Triple 765,765cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1481,Triumph Street Triple R,0,-,Triumph,Triumph Street Triple R,765cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1482,Triumph Street Triple R Low,0,-,Triumph,Triumph Street Triple R Low,765cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1483,Triumph Street Triple RS,0,-,Triumph,Triumph Street Triple RS,765cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1484,Triumph Street Triple S,0,-,Triumph,Triumph Street Triple S,765cc,Class 2,00/00/00,00/00/00,0km,0,Street Bikes
1485,Triumph Street Twin,0,-,Triumph,Triumph Street Twin,900cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1486,Triumph Thruxton 1200,0,-,Triumph,Triumph Thruxton 1200,1200cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1487,Triumph Thruxton 1200 R,0,-,Triumph,Triumph Thruxton 1200 R,1200cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1488,Triumph Thruxton Ace Cafe SE,0,-,Triumph,Triumph Thruxton Ace Cafe SE,865cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1489,Triumph Thruxton RS,0,-,Triumph,Triumph Thruxton RS,1200cc,Class 2,00/00/00,00/00/00,0km,0,Classic Bikes
1490,Triumph Thunderbird,0,-,Triumph,Triumph Thunderbird,1597cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1491,Triumph Thunderbird Storm,0,-,Triumph,Triumph Thunderbird Storm,1699cc,Class 2,00/00/00,00/00/00,0km,0,Cruiser
1492,Triumph Tiger 1050 SE ABS,0,-,Triumph,Triumph Tiger 1050 SE ABS,1050cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1493,Triumph Tiger 1200,0,-,Triumph,Triumph Tiger 1200,1215cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1494,Triumph Tiger 800,0,-,Triumph,Triumph Tiger 800,800cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1495,Triumph Tiger 800 XCa,0,-,Triumph,Triumph Tiger 800 XCa,800cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1496,Triumph Tiger 800 XCX,0,-,Triumph,Triumph Tiger 800 XCX,800cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1497,Triumph Tiger 800 XR,0,-,Triumph,Triumph Tiger 800 XR,800cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1498,Triumph Tiger 800 XRx,0,-,Triumph,Triumph Tiger 800 XRx,800cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1499,Triumph Tiger Explorer,0,-,Triumph,Triumph Tiger Explorer,1215cc,Class 2,00/00/00,00/00/00,0km,0,Sport Tourers
1500,TVS Apache RR310,0,-,TVS,TVS Apache RR310,312cc,Class 2A,00/00/00,00/00/00,0km,0,Sport Bikes
1501,TVS Apache RTR160,0,-,TVS,TVS Apache RTR160,160cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1502,TVS Apache RTR180,0,-,TVS,TVS Apache RTR180,177cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1503,TVS Apache RTR200 4V,0,-,TVS,TVS Apache RTR200 4V,197cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1504,TVS Jupiter 110,0,-,TVS,TVS Jupiter 110,110cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1505,TVS NTORQ 125,0,-,TVS,TVS NTORQ 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1506,TVS Radeon,0,-,TVS,TVS Radeon,110cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1507,TVS Sport,0,-,TVS,TVS Sport,100cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1508,TVS Starcity Plus,0,-,TVS,TVS Starcity Plus,110cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1509,TVS Victor 110,0,-,TVS,TVS Victor 110,110cc,Class 2B,00/00/00,00/00/00,0km,0,Street Bikes
1510,TVS Wego 110,0,-,TVS,TVS Wego 110,110cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1511,TVS Zest 110,0,-,TVS,TVS Zest 110,110cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1512,Vespa 946,0,-,Vespa,Vespa 946,155cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1513,Vespa GTS 125,0,-,Vespa,Vespa GTS 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1514,Vespa GTS 150,0,-,Vespa,Vespa GTS 150,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1515,Vespa GTS 300 4V ABS,0,-,Vespa,Vespa GTS 300 4V ABS,278cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1516,Vespa LX150 I.E.,0,-,Vespa,Vespa LX150 I.E.,151cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1517,Vespa Primavera 125,0,-,Vespa,Vespa Primavera 125,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1518,Vespa Primavera 150,0,-,Vespa,Vespa Primavera 150,155cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1519,Vespa S125 I.E.,0,-,Vespa,Vespa S125 I.E.,124cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1520,Vespa Sei Giorni 300,0,-,Vespa,Vespa Sei Giorni 300,278cc,Class 2A,00/00/00,00/00/00,0km,0,Scooters
1521,Vespa Sprint 125,0,-,Vespa,Vespa Sprint 125,125cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1522,Vespa Sprint 150,0,-,Vespa,Vespa Sprint 150,155cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
1523,Vespa SXL150,0,-,Vespa,Vespa SXL150,150cc,Class 2B,00/00/00,00/00/00,0km,0,Scooters
